Cell name	Sample name	Stage	CD4 T cell subsets	Cell_type	Clusters PMN	Myeloid cells cluster	Expressed genes	Mitochondrial reads percent	Ribosomal reads percent	Total count
341693	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	1014	1.6811	0.90869999999999995	2201
596186	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	1034	0.79139999999999988	1.3002	1769
119867	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	915	0.26440000000000002	1.3749	1891
99995	ONSET_EAE	ONSET	2	Lymphocytes	N/A	N/A	917	1.0370999999999999	1.0370999999999999	1832
276199	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	1102	0.60130000000000006	0.55500000000000005	2162
273258	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	908	2.1677	0.91269999999999996	1753
438531	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	1072	1.7233999999999998	0.46239999999999998	2379
114134	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	1105	1.1231	0.51469999999999994	2137
672962	ONSET_EAE	ONSET	2	Lymphocytes	N/A	N/A	1009	1.137	0.87860000000000005	1935
508847	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	941	1.6584000000000001	0.93970000000000009	1809
469327	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	936	0.3478	0.92749999999999999	1725
343003	ONSET_EAE	ONSET	2	Lymphocytes	N/A	N/A	910	3.8998999999999997	0.77029999999999998	2077
52626	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	1056	1.3105	0.504	1984
394522	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	1137	1.1549	0.41989999999999994	1905
619392	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	1047	0.39339999999999997	0.6119	2288
663299	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	1022	0.55249999999999999	1.3812	2172
92416	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	1120	0.30499999999999999	0.55919999999999992	1967
77530	ONSET_EAE	ONSET	2	Lymphocytes	N/A	N/A	923	2.0855999999999999	1.0694999999999999	1870
592631	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	968	0.68430000000000002	0.5474	2192
232821	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	989	0.89840000000000009	0.44920000000000004	1781
291133	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	986	1.7427000000000001	0.97389999999999999	1951
670522	ONSET_EAE	ONSET	N/A	Lymphocytes	N/A	N/A	931	3.8691999999999998	1.2534000000000001	1835
189085	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	1082	0.65960000000000008	1.0654000000000001	1971
480806	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	1046	1.3714	0.60340000000000005	1823
454709	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	985	0.88540000000000008	0.74560000000000004	2146
251160	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	1012	2.0362999999999998	0.99060000000000004	1817
52030	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	935	1.1554	0.69319999999999993	1731
257283	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	964	2.0019	0.79139999999999988	2148
584594	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	978	2.3056000000000001	0.37529999999999997	1865
88158	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	964	0.34839999999999999	1.0453000000000001	1722
98628	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	1072	1.5259	0.49049999999999994	1835
164221	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	961	1.2419	0.84449999999999992	2013
753401	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	912	4.3147000000000002	1.0151999999999999	1576
675427	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	1006	2.0240999999999998	0.65649999999999997	1828
237246	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	1058	0.91940000000000011	0.48669999999999997	1849
119283	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	974	0.61659999999999993	0.61659999999999993	1946
114294	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	1026	0.81259999999999999	0.66920000000000002	2092
382487	ONSET_EAE	ONSET	2	Lymphocytes	N/A	N/A	981	1.1400999999999999	0.59719999999999995	1842
65422	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	984	0.95239999999999991	1.0052999999999999	1890
458795	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	859	3.7151999999999998	0.92879999999999996	1615
67512	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	961	1.704	0.53550000000000009	2054
420169	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	894	2.6513	0.57640000000000002	1735
225030	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	908	3.8371000000000004	1.7119	1694
167625	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	911	1.4493	0.69779999999999998	1863
845918	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	1068	1.6931000000000003	0.87379999999999991	1831
669063	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	869	1.5677000000000001	1.1758	1786
713611	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	902	0.62070000000000003	1.1173	1611
853004	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	956	2.4971000000000001	0.52259999999999995	1722
667845	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	879	1.0448999999999999	0.67609999999999992	1627
758627	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	925	1.5690999999999999	0.78460000000000008	1657
505065	ONSET_EAE	ONSET	2	Lymphocytes	N/A	N/A	765	1.3379999999999999	1.2798	1719
329159	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	912	0.7147	1.1315999999999999	1679
324734	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	938	1.1474	0.51639999999999997	1743
323264	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	948	1.5990999999999997	1.028	1751
864729	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	879	1.7413000000000001	0.62190000000000001	1608
792166	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	913	0.89490000000000003	1.7338	1788
95898	ONSET_EAE	ONSET	2	Lymphocytes	N/A	N/A	921	1.0198	0.84989999999999999	1765
316466	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	878	0.6583	0.6583	1823
281119	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	950	1.9632000000000001	0.98160000000000003	1630
565798	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	939	0.61650000000000005	0.80149999999999999	1622
782716	ONSET_EAE	ONSET	2	Lymphocytes	N/A	N/A	805	1.5779999999999998	0.87670000000000003	1711
252690	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	839	0.71789999999999998	1.0049999999999999	1393
209981	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	781	2.5181999999999998	0.92779999999999996	1509
262504	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	849	1.1560999999999999	0.63580000000000003	1730
611133	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	858	1.2864	0.95080000000000009	1788
437221	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	935	0.63990000000000002	0.40720000000000001	1719
427790	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	826	1.1456	1.0108000000000001	1484
843605	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	898	1.5409999999999999	0.71550000000000002	1817
872079	ONSET_EAE	ONSET	2	Lymphocytes	N/A	N/A	1002	0.84030000000000005	0.38779999999999998	1547
565807	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	860	1.7184000000000001	1.1897	1513
61688	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	791	1.5107999999999999	1.1511	1390
643703	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	930	2.8571	0.26950000000000002	1855
453662	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	814	0.88500000000000001	0.68069999999999997	1469
199459	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	833	1.6231	0.70569999999999999	1417
644335	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	891	1.2788999999999999	0.79170000000000007	1642
111532	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	831	1.2464999999999999	0.9003000000000001	1444
796391	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	859	1.5142	0.85580000000000001	1519
728296	ONSET_EAE	ONSET	1	Lymphocytes	N/A	N/A	764	0.21789999999999998	0.58099999999999996	1377
390376	ONSET_EAE	ONSET	N/A	Lymphocytes	N/A	N/A	724	1.4134	1.2366999999999999	1132
236767	ONSET_EAE	ONSET	N/A	Lymphocytes	N/A	N/A	695	1.5610999999999999	0.95399999999999996	1153
56955	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	3330	0.28160000000000002	0.74720000000000009	9234
759136	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	3303	0.94769999999999999	0.41390000000000005	9180
563851	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	2796	0.50850000000000006	0.69920000000000004	7866
500495	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	2496	0.91629999999999989	0.63190000000000002	6330
322713	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	2629	0.41700000000000004	0.52510000000000001	6475
318754	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	2287	0.94789999999999996	0.63800000000000001	5486
538436	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	2193	1.6169	0.61509999999999998	5690
647571	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	2336	0.49160000000000004	0.93849999999999989	6713
858286	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	2242	1.5167999999999999	0.92090000000000005	5538
200143	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	2114	1.0154000000000001	0.79780000000000006	5515
451598	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	2014	1.0965	0.93469999999999998	5563
846775	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	2178	1.1395	0.68759999999999999	5090
852547	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	2010	0.7681	1.4946999999999999	4817
573601	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	2092	1.5612999999999999	0.98809999999999987	5060
742282	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	2214	0.75160000000000005	0.80800000000000005	5322
2096	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	2325	0.3296	0.76910000000000001	5461
48710	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	2216	0.93299999999999994	0.55979999999999996	4823
128540	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	2213	0.84340000000000004	0.43930000000000002	5691
721745	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	2241	0.83840000000000003	0.66290000000000004	5129
486221	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	2017	0.44130000000000003	0.72820000000000007	4532
453547	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1912	0.52910000000000001	0.61050000000000004	4914
742977	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1984	0.28310000000000002	0.5444	4592
264469	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1686	0.56090000000000007	1.1752	3744
398197	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1861	1.7246000000000001	0.34989999999999999	4001
508278	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1875	0.17179999999999998	1.0800000000000001	4074
309749	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1807	1.1320999999999999	1.3915	4240
726561	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1864	0.55589999999999995	0.60039999999999993	4497
458241	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	2118	0.63119999999999998	0.40579999999999999	4436
714893	CHRONIC_EAE	CHRONIC	N/A	Lymphocytes	N/A	N/A	1734	0.4052	0.73439999999999994	3949
748846	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1693	0.80099999999999993	0.69769999999999999	3870
469387	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1773	0.66149999999999998	1.0198	3628
8222	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1698	0.2999	1.0496999999999999	4001
11538	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1894	0.56040000000000001	0.63680000000000003	3926
395377	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1719	1.6756	0.76160000000000005	3939
205550	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1556	1.9012999999999998	0.79419999999999991	4155
118825	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1585	0.82220000000000004	1.218	3284
211495	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1385	0.80499999999999994	1.6696	3354
773064	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1516	2.2614000000000001	0.91039999999999988	3405
367423	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1745	0.67409999999999992	0.44079999999999997	3857
62083	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1771	1.5345	0.5202	3845
549713	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1655	1.6161999999999999	0.63129999999999997	3960
573730	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1812	0	0.45189999999999997	3983
730517	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1540	1.2748999999999999	1.2748999999999999	3765
820155	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1786	0.4824	0.90439999999999998	3317
229292	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1769	0.66360000000000008	0.81670000000000009	3918
769827	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1508	0.7006	1.3056999999999999	3140
583182	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1702	0.68719999999999992	0.7147	3638
741474	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1579	2.2311999999999999	0.8871	3720
171116	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1632	0.77159999999999995	0.89510000000000001	3240
859540	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1651	0.4919	0.52080000000000004	3456
568381	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1543	1.2174	0.76439999999999997	3532
842691	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1653	0.75090000000000001	0.57569999999999999	3995
798001	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1660	0.81359999999999988	0.46490000000000004	4302
21045	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1572	2.1597	0.72799999999999998	4121
92605	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1605	0.71000000000000008	1.0104	3662
269115	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1669	1.1801999999999999	0.7772	3474
348227	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1365	2.3143000000000002	1.2781	2895
271572	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1432	0.90670000000000006	1.1981999999999999	3088
270155	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1337	1.4522999999999999	1.1757	2892
795016	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1676	0.74099999999999999	0.48450000000000004	3509
845033	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1495	0.18790000000000001	0.87659999999999993	3194
133599	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1508	1.1773	0.77359999999999995	2973
81131	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1489	1.0441	0.43790000000000001	2969
81609	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1505	0.7903	0.75729999999999997	3037
11775	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1743	0.75390000000000001	0.63329999999999997	3316
723394	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1576	2.7885	0.83330000000000004	3120
785999	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1525	1.6415	1.1162000000000001	3046
305189	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1520	1.9303000000000001	0.77790000000000004	3471
176220	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1556	0.97859999999999991	0.88970000000000005	3372
469694	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1516	1.2328999999999999	0.83309999999999995	3001
351182	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1584	0.68769999999999998	0.71630000000000005	3490
687857	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1631	2.2821000000000002	0.76070000000000004	3155
204251	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1624	0.21329999999999999	1.1020000000000001	2813
665525	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1362	1.1338999999999999	0.67420000000000002	3263
879674	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1623	0.87109999999999999	0.63080000000000003	3329
680073	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1428	0.52779999999999994	1.1962999999999999	2842
325514	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1443	0.65629999999999999	0.65629999999999999	2895
380447	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1384	1.7948	0.47860000000000003	3343
109964	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1331	0.87049999999999994	0.43530000000000002	2757
811486	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1270	1.0975000000000001	0.53310000000000002	3189
708580	CHRONIC_EAE	CHRONIC	N/A	Lymphocytes	N/A	N/A	1642	1.0083	0.54020000000000001	2777
270861	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1399	1.0283	1.2852999999999999	2723
485389	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1345	0.91420000000000012	0.91420000000000012	2844
618571	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1629	0.95919999999999994	0.75370000000000004	2919
504711	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1477	0.30560000000000004	0.82520000000000004	3272
189687	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1367	0.71699999999999997	0.84509999999999996	3905
861658	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1378	0.8932000000000001	0.70709999999999995	2687
128617	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1239	0.56930000000000003	0.9042	2986
524365	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1488	2.0539999999999998	0.79880000000000007	2629
227904	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1363	0.96229999999999993	1.6166	2598
751043	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1217	3.8847	1.4201999999999999	2394
380325	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1364	0.41749999999999998	0.66110000000000002	2874
808702	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1264	1.0028999999999999	0.89539999999999997	2792
805844	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1290	0.94879999999999998	1.3200999999999998	2424
354604	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1549	1.0006999999999999	1.034	2998
354607	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1569	0.9224	0.79520000000000013	3144
278175	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1342	2.9056999999999999	0.49059999999999998	2650
693179	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1423	0.57489999999999997	0.6109	2783
679694	CHRONIC_EAE	CHRONIC	N/A	Lymphocytes	N/A	N/A	1457	0.8367	0.56889999999999996	2988
528327	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1273	1.3043	1.0277000000000001	2530
187183	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1178	0.95390000000000008	1.1526000000000001	2516
420867	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1339	1.2652999999999999	0.7117	2529
805845	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1288	2.1804000000000001	0.89779999999999993	2339
210015	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1192	4.1568000000000005	0.67590000000000006	2959
381986	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1432	1.3524	0.50229999999999997	2588
259761	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1265	1.2149999999999999	0.7732	2716
404448	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1078	2.0865999999999998	1.6693	1917
880894	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1434	0.59770000000000001	0.52300000000000002	2677
675358	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1159	0.24970000000000001	0.66579999999999995	2403
211471	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1324	0.43480000000000002	0.9486	2530
126216	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1060	0.7177	1.1483000000000001	2090
659611	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1230	1.2531999999999999	0.64270000000000005	3112
508221	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1338	1.0687	0.68700000000000006	2620
252199	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1247	0.38879999999999998	1.0798999999999999	2315
209070	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1257	1.2804	1.1478999999999999	2265
781932	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1186	1.2584	1.2163999999999999	2384
687341	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1371	0.6149	0.81989999999999996	3903
514664	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1317	0.41590000000000005	0.65859999999999996	2885
747910	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1197	1.1688000000000001	0.99570000000000003	2310
847003	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1149	1.4166000000000001	0.39960000000000007	2753
498496	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1335	0.44489999999999996	0.70450000000000002	2697
534552	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1322	1.2371999999999999	0.81059999999999999	2344
154733	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1232	1.0555999999999999	1.1368	2463
759710	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	955	1.4676	0.7591	1976
308850	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1108	0.61219999999999997	0.21610000000000001	2777
233698	CHRONIC_EAE	CHRONIC	1	Lymphocytes	N/A	N/A	1226	1.4151	1.2435999999999998	2332
196712	CHRONIC_EAE	CHRONIC	2	Lymphocytes	N/A	N/A	1134	0.81230000000000002	0.76959999999999995	2339
